         i         j       pij       pji
        10        25       -10       -10
        24        11       -10       -10
        16        19       -10       -10
        20        25       -10       -10
         7         4       -10       -10
         2        15       -10       -10
        23        21       -10       -10
        11         1       -10       -10
         2        19       -10       -10
        25         3       -10       -10
        22        14       -10       -10
        24         2       -10       -10
        21         2       -10       -10
        18        20       -10       -10
        12        10       -10       -10
        18         5       -10       -10
         6         2       -10       -10
         3        17       -10       -10
        13        25       -10       -10
        25         4       -10       -10
        22        15       -10       -10
         5         8       -10       -10
        11         9       -10       -10
        14         8       -10       -10
