         i         j       pij       pji
        34         7         0         0
        56        21         0         0
        15        34         0         0
        72        31         0         0
         8        82         0         0
        21        59         0         0
        86        91         0         0
        30        29         0         0
        83        23         0         0
        52        11         0         0
        78        77         0         0
        75        22         0         0
        94        50         0         0
        17        50         0         0
        60        85         0         0
        17        37         0         0
         5        80         0         0
        48        23         0         0
        17        71         0         0
        12        80         0         0
        68         1         0         0
        72       100         0         0
        70        96         0         0
         5        98         0         0
        33        32         0         0
        12        95         0         0
        59         2         0         0
        36        56         0         0
        23        88         0         0
         4        36         0         0
        72        26         0         0
         3        20         0         0
        22        93         0         0
        27        62         0         0
        40        57         0         0
        51        45         0         0
        68        69         0         0
        14        76         0         0
        24        74         0         0
         5        42         0         0
        11        41         0         0
         9        41         0         0
        80        79         0         0
        10         8         0         0
        70        17         0         0
         7        70         0         0
        61         6         0         0
        64       100         0         0
        67        93         0         0
        85        58         0         0
        91        19         0         0
        89        36         0         0
        99        30         0         0
        53         2         0         0
        32        92         0         0
        28        60         0         0
       100        61         0         0
        62        24         0         0
        75         3         0         0
         8        78         0         0
        11        81         0         0
        12        43         0         0
        32        97         0         0
        18        19         0         0
        46        44         0         0
        73        47         0         0
        19        57         0         0
        73        25         0         0
        55        49         0         0
        13        47         0         0
        66        33         0         0
        65        35         0         0
        88        84         0         0
        16        44         0         0
         3        63         0         0
        38        54         0         0
        54        39         0         0
        90        87         0         0
