         i         j       pij       pji
        11        23    -114.2     -43.7
         1        16    -383.5    -101.7
        16        30     -53.3        25
         8         7    -405.5     342.2
        42        39     -50.6      -1.5
        39        22     331.5      -358
         5         6       334    -397.6
        41         6     -33.6    -107.9
        16         7    -349.4     198.1
        36         3     307.7    -570.4
        12        39    -589.6     258.6
        43        38    -295.8     220.1
        19        45      -277     267.8
        18        34     106.2    -257.2
        40        28    -321.9     273.6
        33        11      57.1    -121.9
        19        39    -237.7     171.3
        41        31    -179.1    -129.7
        20        38    -244.9     194.1
        27        21     407.4    -591.4
        17        29      -625     561.6
        15        36    -190.3     153.2
        37        47    -574.2     115.3
        46        43      87.3    -153.4
        48        16    -434.6       141
        20        48       -36     -98.5
        13         7    -798.4     603.7
         1        24       9.8    -448.2
        10        30      -366     257.3
        35         3     -52.5        -4
         1         6    -236.9     -21.1
        48        37    -418.6     228.9
         4        22    -215.1     213.8
        20        21      42.2    -142.7
        29        16      77.1    -146.8
        37         2     263.9      -619
        19         5    -210.4     171.5
        26        31     -51.3    -556.1
        28         4     557.6    -593.9
         3        28    -557.1     552.5
        14        11      97.1    -241.9
        23        25       556    -682.9
        50        47      -633     186.3
        48        44    -348.2     205.7
        23        34     194.3    -423.1
        29        34     290.5    -459.3
         9        16    -211.1     139.8
        32        23    -567.3     432.4
        46        49    -101.7      -3.7
