      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       1      -0      -0      -0      -0      -0      -0       1      -0      -0      -0      -0      -0
      -0       00.826087      -00.173913      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0       1       0      -0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0       0      -0       1      -0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -00.1739130.531281       0      -0      -00.294806      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -00.468719      -0       0      -00.531281      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -00.826087      -0       00.173913      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0       0      -0       0       1      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0       0       0       0      -0       1      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0       1       0      -0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
       1      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0       0      -0      -0       1      -0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0       0      -0       00.385144      -0      -0       0       00.614856       0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0      -0      -0      -0       1      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0       0      -0      -0      -0      -0      -0       1      -0       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -00.614856      -0      -0      -0       00.385144      -0      -0      -0      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0       0      -0      -0       0      -0       1      -0       0      -0      -0      -0      -0      -0      -0       0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       1       0      -0      -0      -0       0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       1      -0      -0      -0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       1       0      -0      -0       0      -0      -0      -0      -0      -0      -0
       0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       0      -0      -0       1      -0
       1      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       0      -0       0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       1       0      -0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       1       0      -0      -0
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0      -0       0       1
      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0      -0       0       1      -0       0
